student_id,student_name,subjects,skills,interests,target_stream_id,target_broad_pathway,archetype
STU0145,Student_145,Linguistics;Computer Science;Biology;Chemistry,Problem Solving;Research;Statistical Reasoning;Logical Thinking,Science & Research;Renewable Energy;Biotechnology & Genetics;Artificial Intelligence & Data;Robotics & Automation,S03,Science,Interdisciplinary STEM Aspirant
STU0146,Student_146,German;Biology;Computer Science,Hypothesis Testing;Data Interpretation,Artificial Intelligence & Data;Biotechnology & Genetics;Technology;Science & Research;Environmental Studies & Sustainability,S03,Science,Interdisciplinary STEM Aspirant
STU0147,Student_147,Chemistry;Physics;Biology;Commercial Arts,Research;Statistical Reasoning;Logical Thinking;Editing & Proofreading,Science & Research;Artificial Intelligence & Data;Technology;Biotechnology & Genetics;Public Health,S03,Science,Interdisciplinary STEM Aspirant
STU0148,Student_148,Mathematics;Biology;Physics,Statistical Reasoning;Logical Thinking;Storytelling,Technology;Science & Research;Artificial Intelligence & Data;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0149,Student_149,Mathematics;Philosophy,Research;Problem Solving;Logical Thinking;Statistical Reasoning,Artificial Intelligence & Data;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0150,Student_150,Chemistry;Biology;Computer Science,Problem Solving;Logical Thinking,Artificial Intelligence & Data;Technology;Biotechnology & Genetics;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0151,Student_151,Economics;Business Studies;Accountancy,Risk Assessment;Financial Analysis,E-Commerce & Digital Business;Finance & Accounting;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0152,Student_152,Economics;Business Studies,Financial Analysis;Decision Making;Analytical Thinking,Investments & Banking;Economics,S04,Commerce,Quantitative Finance & Business
STU0153,Student_153,Mathematics;Economics,Budgeting;Numerical Ability;Decision Making,E-Commerce & Digital Business;Economics;Investments & Banking;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0154,Student_154,Applied Mathematics;Renewable Energy Technology,Numerical Ability;Analytical Thinking,Economics;Hospitality & Tourism;E-Commerce & Digital Business;Finance & Accounting;Nutrition & Dietetics,S04,Commerce,Quantitative Finance & Business
STU0155,Student_155,Music (Instrumental);Business Studies;Applied Mathematics,Analytical Thinking;Writing,Business & Entrepreneurship;Investments & Banking;E-Commerce & Digital Business,S04,Commerce,Quantitative Finance & Business
STU0156,Student_156,Applied Mathematics;Sanskrit,Numerical Ability;Budgeting;Analytical Thinking,Finance & Accounting;Economics;E-Commerce & Digital Business,S04,Commerce,Quantitative Finance & Business
STU0157,Student_157,Economics;Accountancy;Mathematics;Business Studies,Decision Making;Budgeting;Financial Analysis,E-Commerce & Digital Business;Economics;Finance & Accounting;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0158,Student_158,Mathematics;Accountancy;Applied Mathematics,Decision Making;Numerical Ability,E-Commerce & Digital Business;Investments & Banking;Finance & Accounting;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0159,Student_159,Business Studies;Economics;Mathematics,Decision Making;Financial Analysis;Analytical Thinking;Compliance & Ethics,E-Commerce & Digital Business;Economics;Investments & Banking,S04,Commerce,Quantitative Finance & Business
STU0160,Student_160,Economics;Renewable Energy Technology,Time Management;Budgeting,Economics;Finance & Accounting;Investments & Banking;E-Commerce & Digital Business,S08,Other,Quantitative Finance & Business
STU0161,Student_161,Accountancy;Mathematics,Financial Analysis;Quantitative Modeling,Business & Entrepreneurship;Economics;Investments & Banking;Finance & Accounting,S06,Humanities,Quantitative Finance & Business
STU0162,Student_162,Business Studies;Accountancy;Mathematics,Decision Making;Financial Analysis;Analytical Thinking;Budgeting,Economics;Investments & Banking;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0163,Student_163,Applied Mathematics;Economics,Leadership;Numerical Ability,Business & Entrepreneurship;Investments & Banking,S04,Commerce,Quantitative Finance & Business
STU0164,Student_164,Accountancy;Business Studies;Mathematics;Economics,Budgeting;Financial Analysis,Economics;Business & Entrepreneurship;Finance & Accounting;Investments & Banking,S04,Commerce,Quantitative Finance & Business
STU0165,Student_165,Mathematics;Cybersecurity Basics,Leadership;Analytical Thinking,Finance & Accounting;Economics;History & Culture,S04,Commerce,Quantitative Finance & Business
STU0166,Student_166,Accountancy;Business Studies;Mathematics;Applied Mathematics,Analytical Thinking;Decision Making;Numerical Ability;Budgeting,E-Commerce & Digital Business;Business & Entrepreneurship;Finance & Accounting;Economics,S04,Commerce,Quantitative Finance & Business
STU0167,Student_167,Mathematics;Applied Mathematics;Accountancy,Financial Analysis;Numerical Ability;Decision Making,Finance & Accounting;E-Commerce & Digital Business;Business & Entrepreneurship,S11,Other,Quantitative Finance & Business
STU0168,Student_168,Sanskrit;Accountancy;Business Studies;Economics,Budgeting;Numerical Ability;Decision Making;Analytical Thinking,Economics;Finance & Accounting;Investments & Banking;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0169,Student_169,Mathematics;Applied Mathematics;Accountancy;Business Studies,Editing & Proofreading;Budgeting;Numerical Ability;Analytical Thinking,Investments & Banking;Finance & Accounting;Business & Entrepreneurship;E-Commerce & Digital Business,S04,Commerce,Quantitative Finance & Business
STU0170,Student_170,Economics;Accountancy;Mathematics,Financial Analysis;Analytical Thinking;Decision Making,Investments & Banking;Business & Entrepreneurship;Economics,S04,Commerce,Quantitative Finance & Business
STU0171,Student_171,Game Design;Applied Mathematics;Business Studies;Mathematics,Financial Analysis;Research;Numerical Ability,E-Commerce & Digital Business;Economics;Finance & Accounting,S04,Commerce,Quantitative Finance & Business
STU0172,Student_172,Applied Mathematics;Economics;Mathematics;Business Studies,Budgeting;Decision Making;Numerical Ability,Human Resources & People Operations;Finance & Accounting;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0173,Student_173,Hindi Literature;Business Studies;Applied Mathematics,Numerical Ability;Analytical Thinking,E-Commerce & Digital Business;Business & Entrepreneurship;Economics,S04,Commerce,Quantitative Finance & Business
STU0174,Student_174,Mathematics;Economics,Numerical Ability;Financial Analysis,Investments & Banking;Economics,S04,Commerce,Quantitative Finance & Business
STU0175,Student_175,Business Studies;Mathematics,Budgeting;Analytical Thinking;Numerical Ability,Economics;Sociology & Community Work,S04,Commerce,Quantitative Finance & Business
STU0176,Student_176,Accountancy;Mathematics;Business Studies,Analytical Thinking;Decision Making;Budgeting,Business & Entrepreneurship;Event Planning & Management;Finance & Accounting;Film & Cinematography,S05,Commerce,Quantitative Finance & Business
STU0177,Student_177,Applied Mathematics;Mathematics;Early Childhood Care,Analytical Thinking;Numerical Ability;Financial Analysis;Verbal Fluency,E-Commerce & Digital Business;Investments & Banking;Economics,S04,Commerce,Quantitative Finance & Business
STU0178,Student_178,Business Studies;Economics,Numerical Ability;Analytical Thinking,Investments & Banking;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0179,Student_179,Accountancy;Forensic Science,Budgeting;Analytical Thinking;Financial Analysis;Numerical Ability,Finance & Accounting;Economics;Technology,S04,Commerce,Quantitative Finance & Business
STU0180,Student_180,Economics;Accountancy;Applied Mathematics;Business Studies,Decision Making;Numerical Ability;Analytical Thinking;Financial Analysis,E-Commerce & Digital Business;Economics;Finance & Accounting;Investments & Banking,S04,Commerce,Quantitative Finance & Business
STU0181,Student_181,Business Studies;Physics;Mathematics;Economics,Budgeting;Decision Making;Financial Analysis,Investments & Banking;Cybersecurity & Networks,S04,Commerce,Quantitative Finance & Business
STU0182,Student_182,Accountancy;Dance,Numerical Ability;Decision Making;Budgeting,Investments & Banking;Finance & Accounting;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0183,Student_183,Entrepreneurship;Accountancy;Economics,Analytical Thinking;Budgeting;Financial Analysis;Decision Making,Business & Entrepreneurship;E-Commerce & Digital Business;Finance & Accounting;Economics,S11,Other,Quantitative Finance & Business
STU0184,Student_184,Accountancy;Mathematics;Medical Diagnostics;Economics,Data Interpretation;Analytical Thinking,E-Commerce & Digital Business;Investments & Banking;Finance & Accounting;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0185,Student_185,Mathematics;Applied Mathematics;Economics;Mathematics,Decision Making;Analytical Thinking;Illustration;Budgeting,Languages & Literature;E-Commerce & Digital Business,S04,Commerce,Quantitative Finance & Business
STU0186,Student_186,Economics;Business Studies;Accountancy;Mathematics,Budgeting;Financial Analysis;Numerical Ability,Economics;E-Commerce & Digital Business;Finance & Accounting;Game Design & Interactive Media,S04,Commerce,Quantitative Finance & Business
STU0187,Student_187,Economics;Applied Mathematics,Analytical Thinking;Financial Analysis;Decision Making,Economics;Investments & Banking;Finance & Accounting;E-Commerce & Digital Business,S04,Commerce,Quantitative Finance & Business
STU0188,Student_188,Applied Mathematics;Economics,Decision Making;Financial Analysis,Finance & Accounting;Economics;Business & Entrepreneurship;E-Commerce & Digital Business,S04,Commerce,Quantitative Finance & Business
STU0189,Student_189,Mathematics;Economics;Accountancy,Decision Making;Financial Analysis;Numerical Ability;Budgeting,Business & Entrepreneurship;Investments & Banking;Finance & Accounting,S04,Commerce,Quantitative Finance & Business
STU0190,Student_190,Economics;Microbiology,Decision Making;Budgeting;Numerical Ability;Analytical Thinking,Investments & Banking;Finance & Accounting;Business & Entrepreneurship;Economics,S04,Commerce,Quantitative Finance & Business
STU0191,Student_191,Accountancy;Applied Mathematics;Applied Philosophy;Economics,Budgeting;Budgeting,Economics;Investments & Banking;Finance & Accounting;Investments & Banking,S04,Commerce,Quantitative Finance & Business
STU0192,Student_192,Accountancy;Economics,Analytical Thinking;Project Management;Decision Making,Business & Entrepreneurship;E-Commerce & Digital Business;Investments & Banking;Economics,S11,Other,Quantitative Finance & Business
STU0193,Student_193,Business Studies;Economics;Library & Information Science,Facilitation;Budgeting,Psychology;Investments & Banking;E-Commerce & Digital Business;Economics,S04,Commerce,Quantitative Finance & Business
STU0194,Student_194,Economics;Accountancy,Numerical Ability;Decision Making;Analytical Thinking,Finance & Accounting;Investments & Banking;Mental Health & Wellbeing;E-Commerce & Digital Business,S04,Commerce,Quantitative Finance & Business
STU0195,Student_195,Applied Mathematics;Mathematics,Budgeting;Financial Analysis;Decision Making,Economics;Investments & Banking,S04,Commerce,Quantitative Finance & Business
STU0196,Student_196,Mathematics;Business Studies,Decision Making;Analytical Thinking;Financial Analysis;Budgeting,E-Commerce & Digital Business;Economics,S04,Commerce,Quantitative Finance & Business
STU0197,Student_197,Mathematics;Economics,Analytical Thinking;Numerical Ability,Investments & Banking;Technology;Business & Entrepreneurship;Economics,S04,Commerce,Quantitative Finance & Business
STU0198,Student_198,Accountancy;Applied Mathematics;Business Studies,Cybersecurity Auditing;Numerical Ability;Financial Analysis,Business & Entrepreneurship;Economics;E-Commerce & Digital Business;Marine & Oceanography,S11,Other,Quantitative Finance & Business
STU0199,Student_199,Economics;Applied Mathematics,Financial Analysis;Budgeting,Investments & Banking;Economics;Finance & Accounting;Business & Entrepreneurship,S04,Commerce,Quantitative Finance & Business
STU0200,Student_200,Mathematics;Economics,Numerical Ability;Analytical Thinking;Budgeting,Economics;Business & Entrepreneurship;Finance & Accounting;Investments & Banking;Film & Cinematography,S04,Commerce,Quantitative Finance & Business
STU0201,Student_201,Accountancy;Entrepreneurship;Marketing & Sales,Translation;Customer Relations,Supply Chain & Logistics;E-Commerce & Digital Business,S05,Commerce,Business Operations & Trade
STU0202,Student_202,Economics;Fine Arts,Customer Relations;Time Management;Operations Management,Marketing & Brand Strategy;Architecture & Built Environment;Artificial Intelligence & Data,S05,Commerce,Business Operations & Trade
STU0203,Student_203,Accountancy;Economics;Business Studies;Entrepreneurship,Negotiation;Customer Relations;Time Management;Operations Management,Business & Entrepreneurship;Retail Operations,S05,Commerce,Business Operations & Trade
STU0204,Student_204,Economics;Entrepreneurship;Accountancy,Negotiation;Customer Relations;Time Management,Retail Operations;Marketing & Brand Strategy;Supply Chain & Logistics,S05,Commerce,Business Operations & Trade
STU0205,Student_205,Business Studies;Accountancy,Time Management;Contract Negotiation;Entrepreneurial Thinking,Nutrition & Dietetics;Business & Entrepreneurship,S02,Science,Business Operations & Trade
STU0206,Student_206,Economics;Business Studies,Time Management;Negotiation;Customer Relations,E-Commerce & Digital Business;Marine & Oceanography,S05,Commerce,Business Operations & Trade
STU0207,Student_207,Economics;Entrepreneurship;Marketing & Sales,Operations Management;Time Management;Entrepreneurial Thinking;Customer Relations,Supply Chain & Logistics;E-Commerce & Digital Business;Business & Entrepreneurship;Retail Operations,S05,Commerce,Business Operations & Trade
STU0208,Student_208,Business Studies;Mathematics,Operations Management;Entrepreneurial Thinking;Time Management,Business & Entrepreneurship;E-Commerce & Digital Business;Retail Operations,S05,Commerce,Business Operations & Trade
STU0209,Student_209,Animation & VFX;Business Studies,Negotiation;Customer Relations;Operations Management;Entrepreneurial Thinking,Business & Entrepreneurship;Retail Operations;E-Commerce & Digital Business;Marketing & Brand Strategy,S05,Commerce,Business Operations & Trade
STU0210,Student_210,Economics;Automobile Technology;Business Studies,Operations Management;Negotiation;Customer Relations;Entrepreneurial Thinking,Retail Operations;Marketing & Brand Strategy;Government & Public Service,S12,Humanities,Business Operations & Trade
STU0211,Student_211,Business Studies;Accountancy;Entrepreneurship;Marketing & Sales,Customer Relations;Negotiation;Entrepreneurial Thinking,E-Commerce & Digital Business;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0212,Student_212,Accountancy;Economics;Business Studies;Marketing & Sales,Negotiation;Entrepreneurial Thinking;Operations Management,Marketing & Brand Strategy;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0213,Student_213,Entrepreneurship;Business Studies,Operations Management;Time Management;Entrepreneurial Thinking,Business & Entrepreneurship;Supply Chain & Logistics;Retail Operations;Animation & Motion Graphics,S05,Commerce,Business Operations & Trade
STU0214,Student_214,Accountancy;Economics;Business Studies,Negotiation;Customer Relations;Operations Management;Time Management,Supply Chain & Logistics;Retail Operations;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0215,Student_215,Marketing & Sales;Economics;Statistics;Business Studies,Entrepreneurial Thinking;Customer Relations;Time Management;Scriptwriting,E-Commerce & Digital Business;Supply Chain & Logistics;Retail Operations;Marketing & Brand Strategy,S05,Commerce,Business Operations & Trade
STU0216,Student_216,Accountancy;Economics;Physics,Operations Management;Time Management;Entrepreneurial Thinking;Negotiation,Public Policy & Governance;Retail Operations,S05,Commerce,Business Operations & Trade
STU0217,Student_217,Accountancy;Marketing & Sales;Entrepreneurship,Active Listening;Operations Management,Public Policy & Governance;Retail Operations,S05,Commerce,Business Operations & Trade
STU0218,Student_218,Accountancy;Entrepreneurship;Marketing & Sales,Customer Relations;Entrepreneurial Thinking;Time Management,E-Commerce & Digital Business;Marketing & Brand Strategy;Supply Chain & Logistics;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0219,Student_219,Marketing & Sales;Entrepreneurship;Accountancy,Time Management;Customer Relations;Negotiation;Operations Management,Retail Operations;Languages & Literature;E-Commerce & Digital Business;Marketing & Brand Strategy,S05,Commerce,Business Operations & Trade
STU0220,Student_220,Marketing & Sales;Accountancy;Business Studies;Logistics Operations,Time Management;Operations Management;Negotiation,Supply Chain & Logistics;E-Commerce & Digital Business,S05,Commerce,Business Operations & Trade
STU0221,Student_221,Hindi Literature;Accountancy;Economics,Negotiation;Entrepreneurial Thinking,Retail Operations;Supply Chain & Logistics;Marketing & Brand Strategy;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0222,Student_222,Economics;Entrepreneurship;Marketing & Sales,Time Management;Entrepreneurial Thinking,Supply Chain & Logistics;Marketing & Brand Strategy;Retail Operations;E-Commerce & Digital Business,S05,Commerce,Business Operations & Trade
STU0223,Student_223,Culinary Arts;Economics,Negotiation;Customer Relations,Marketing & Brand Strategy;Supply Chain & Logistics;Investments & Banking,S05,Commerce,Business Operations & Trade
STU0224,Student_224,Marketing & Sales;Accountancy;Business Studies;Entrepreneurship,Copywriting;Customer Relations;Time Management;Operations Management,Supply Chain & Logistics;Retail Operations;Education & Pedagogy;Marketing & Brand Strategy,S05,Commerce,Business Operations & Trade
STU0225,Student_225,Geology;Marketing & Sales,Entrepreneurial Thinking;Time Management;Negotiation;Customer Relations,Business & Entrepreneurship;Culinary Arts & Gastronomy,S05,Commerce,Business Operations & Trade
STU0226,Student_226,Accountancy;Entrepreneurship,Entrepreneurial Thinking;Negotiation;Spatial Aesthetics,Marketing & Brand Strategy;Retail Operations;Supply Chain & Logistics;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0227,Student_227,Marketing & Sales;Business Studies;Accountancy,Negotiation;Operations Management;Customer Relations;Entrepreneurial Thinking,Retail Operations;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0228,Student_228,Physiotherapy Basics;Accountancy,Negotiation;Time Management,Business & Entrepreneurship;Retail Operations;Supply Chain & Logistics,S05,Commerce,Business Operations & Trade
STU0229,Student_229,Entrepreneurship;Accountancy;Business Studies;Applied Mathematics,Negotiation;Entrepreneurial Thinking,Marketing & Brand Strategy;Business & Entrepreneurship,S11,Other,Business Operations & Trade
STU0230,Student_230,Marketing & Sales;Business Studies;Business Mathematics;Accountancy,Entrepreneurial Thinking;Customer Relations,Retail Operations;Marketing & Brand Strategy;Supply Chain & Logistics;E-Commerce & Digital Business,S05,Commerce,Business Operations & Trade
STU0231,Student_231,Entrepreneurship;Business Studies;Accountancy,Entrepreneurial Thinking;Time Management;Operations Management;Customer Relations,Business & Entrepreneurship;Marketing & Brand Strategy,S05,Commerce,Business Operations & Trade
STU0232,Student_232,Economics;Business Studies,Operations Management;Persuasion,Business & Entrepreneurship;E-Commerce & Digital Business;Design & Visual Arts,S05,Commerce,Business Operations & Trade
STU0233,Student_233,Business Studies;Marketing & Sales,Customer Relations;Time Management;Negotiation;Operations Management,Retail Operations;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0234,Student_234,Business Studies;Marketing & Sales;Entrepreneurship;Economics,Entrepreneurial Thinking;Circuit Design,Media & Communication;E-Commerce & Digital Business;Retail Operations,S05,Commerce,Business Operations & Trade
STU0235,Student_235,Economics;Marketing & Sales;Business Studies,Customer Relations;Negotiation;Operations Management;Time Management,E-Commerce & Digital Business;Business & Entrepreneurship;Supply Chain & Logistics;Retail Operations,S05,Commerce,Business Operations & Trade
STU0236,Student_236,Economics;Marketing & Sales;Entrepreneurship,Operations Management;Time Management,Marketing & Brand Strategy;Supply Chain & Logistics;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0237,Student_237,Accountancy;Entrepreneurship,Customer Relations;Negotiation;Spatial Aesthetics;Time Management,Retail Operations;Business & Entrepreneurship;Supply Chain & Logistics;Animation & Motion Graphics,S05,Commerce,Business Operations & Trade
STU0238,Student_238,Economics;Entrepreneurship;Marketing & Sales;Accountancy,Negotiation;Time Management;Typography;Customer Relations,Marketing & Brand Strategy;Supply Chain & Logistics;Business & Entrepreneurship;Retail Operations,S05,Commerce,Business Operations & Trade
STU0239,Student_239,Marketing & Sales;Economics;Accountancy;Entrepreneurship,Entrepreneurial Thinking;Time Management;Customer Relations;Negotiation,Retail Operations;E-Commerce & Digital Business,S05,Commerce,Business Operations & Trade
STU0240,Student_240,Business Studies;Applied Mathematics,Circuit Design;Operations Management;Customer Relations,Supply Chain & Logistics;E-Commerce & Digital Business;Marketing & Brand Strategy,S05,Commerce,Business Operations & Trade
STU0241,Student_241,Business Studies;Entrepreneurship;Marketing & Sales,Customer Relations;Entrepreneurial Thinking;Risk Assessment,Marketing & Brand Strategy;Business & Entrepreneurship;E-Commerce & Digital Business;Event Planning & Management,S05,Commerce,Business Operations & Trade
STU0242,Student_242,Accountancy;Business Studies;Marketing & Sales;Economics,Entrepreneurial Thinking;Negotiation;Time Management;Operations Management,Business & Entrepreneurship;Marketing & Brand Strategy;E-Commerce & Digital Business;Retail Operations,S05,Commerce,Business Operations & Trade
STU0243,Student_243,Accountancy;Business Studies,Entrepreneurial Thinking;Operations Management;Customer Relations,Business & Entrepreneurship;Retail Operations;Public Policy & Governance,S10,Other,Business Operations & Trade
STU0244,Student_244,Entrepreneurship;Accountancy,Customer Relations;Cybersecurity Auditing;Negotiation;Time Management,Retail Operations;Business & Entrepreneurship;E-Commerce & Digital Business;Supply Chain & Logistics,S12,Humanities,Business Operations & Trade
STU0245,Student_245,Marketing & Sales;Business Studies,Financial Analysis;Time Management,Retail Operations;Business & Entrepreneurship;Pharmacy & Pharmacology,S05,Commerce,Business Operations & Trade
STU0246,Student_246,Accountancy;Entrepreneurship,Negotiation;Customer Relations;Operations Management;Entrepreneurial Thinking,Archaeology & Anthropology;Retail Operations;Marketing & Brand Strategy;Supply Chain & Logistics,S05,Commerce,Business Operations & Trade
STU0247,Student_247,Business Studies;Accountancy;Economics;Entrepreneurship,Customer Relations;Entrepreneurial Thinking;Negotiation,Retail Operations;E-Commerce & Digital Business;Marketing & Brand Strategy;Business & Entrepreneurship,S05,Commerce,Business Operations & Trade
STU0248,Student_248,Accountancy;Entrepreneurship,Entrepreneurial Thinking;Customer Relations;Negotiation;Time Management,Marketing & Brand Strategy;E-Commerce & Digital Business;Retail Operations;Engineering,S05,Commerce,Business Operations & Trade
STU0249,Student_249,Entrepreneurship;Marketing & Sales;Economics,Customer Relations;Negotiation;Time Management,Supply Chain & Logistics;Retail Operations;E-Commerce & Digital Business,S05,Commerce,Business Operations & Trade
STU0250,Student_250,Marketing & Sales;Entrepreneurship,Customer Relations;Entrepreneurial Thinking;Negotiation,Aviation & Aerospace;Supply Chain & Logistics,S05,Commerce,Business Operations & Trade
STU0251,Student_251,Philosophy;Sociology,Critical Evaluation;Writing;Active Listening;Data Interpretation,Government & Public Service;Government & Public Service;Public Policy & Governance,S06,Humanities,Liberal Arts & Governance
STU0252,Student_252,English Language & Literature;Sociology;Philosophy;Political Science,Communication;Active Listening;Rhetoric,Government & Public Service;History & Culture;Languages & Literature;International Relations & Diplomacy,S06,Humanities,Liberal Arts & Governance
STU0253,Student_253,History;Political Science;English Language & Literature;Heritage Crafts,Communication;Writing;Critical Evaluation;Active Listening,History & Culture;International Relations & Diplomacy;Public Policy & Governance,S06,Humanities,Liberal Arts & Governance
STU0254,Student_254,Political Science;History;Sociology,Critical Evaluation;Writing,International Relations & Diplomacy;Philosophy & Ethics,S06,Humanities,Liberal Arts & Governance
STU0255,Student_255,Supply Chain Management;English Language & Literature,Rhetoric;Critical Evaluation;Verbal Fluency,Public Policy & Governance;Government & Public Service;International Relations & Diplomacy;Languages & Literature;Renewable Energy,S11,Other,Liberal Arts & Governance
STU0256,Student_256,English Language & Literature;Political Science;Sociology,Pattern Recognition;Writing;Communication;Active Listening,Government & Public Service;Languages & Literature;History & Culture;Public Policy & Governance;Retail Operations,S06,Humanities,Liberal Arts & Governance
STU0257,Student_257,Sociology;English Language & Literature;Philosophy;Political Science,Active Listening;Writing;Communication,Government & Public Service;International Relations & Diplomacy;Languages & Literature,S06,Humanities,Liberal Arts & Governance
STU0258,Student_258,History;English Language & Literature;Philosophy,Communication;Writing;Rhetoric;Active Listening,History & Culture;Public Policy & Governance;International Relations & Diplomacy;Government & Public Service,S06,Humanities,Liberal Arts & Governance
STU0259,Student_259,Political Science;History;Philosophy,Rhetoric;Critical Evaluation;Active Listening,Public Policy & Governance;History & Culture;Languages & Literature;Government & Public Service,S06,Humanities,Liberal Arts & Governance
STU0260,Student_260,History;Anthropology;English Language & Literature;Political Science,Critical Evaluation;Writing;Active Listening,International Relations & Diplomacy;Government & Public Service,S06,Humanities,Liberal Arts & Governance
STU0261,Student_261,Graphic Design;Sociology;English Language & Literature;Political Science,Active Listening;Communication;Writing;Rhetoric,Public Policy & Governance;Marketing & Brand Strategy;Government & Public Service;Public Policy & Governance,S06,Humanities,Liberal Arts & Governance
STU0262,Student_262,Political Science;Philosophy,Active Listening;Writing;Critical Evaluation;Rhetoric,Public Policy & Governance;International Relations & Diplomacy,S06,Humanities,Liberal Arts & Governance
STU0263,Student_263,History;Sociology,Critical Evaluation;Rhetoric;Active Listening,International Relations & Diplomacy;History & Culture;Public Policy & Governance,S06,Humanities,Liberal Arts & Governance
STU0264,Student_264,History;English Language & Literature;Philosophy,Writing;Communication;Active Listening;Rhetoric,History & Culture;Languages & Literature,S06,Humanities,Liberal Arts & Governance
STU0265,Student_265,Sociology;Political Science;English Language & Literature,Rhetoric;Communication;Active Listening,History & Culture;International Relations & Diplomacy,S06,Humanities,Liberal Arts & Governance
STU0266,Student_266,History;Political Science;Civil Construction Basics;English Language & Literature,Communication;Rhetoric;Writing,Languages & Literature;Pharmacy & Pharmacology;Government & Public Service;International Relations & Diplomacy,S06,Humanities,Liberal Arts & Governance
STU0267,Student_267,English Language & Literature;History;Philosophy,Writing;Communication,Public Policy & Governance;Government & Public Service;International Relations & Diplomacy;Languages & Literature,S06,Humanities,Liberal Arts & Governance
STU0268,Student_268,Sociology;Chemistry;Philosophy;English Language & Literature,Active Listening;Rhetoric;Writing,Government & Public Service;History & Culture;International Relations & Diplomacy;Public Policy & Governance,S06,Humanities,Liberal Arts & Governance
STU0269,Student_269,Meteorology;Sociology,Analytical Thinking;Writing;Rhetoric,International Relations & Diplomacy;Public Policy & Governance;History & Culture,S06,Humanities,Liberal Arts & Governance
STU0270,Student_270,English Language & Literature;Political Science;Philosophy,Critical Evaluation;Communication;Active Listening;Writing,Languages & Literature;Government & Public Service;International Relations & Diplomacy;History & Culture,S06,Humanities,Liberal Arts & Governance
STU0271,Student_271,English Language & Literature;History,Active Listening;Communication;Rhetoric;Writing,Languages & Literature;Government & Public Service;History & Culture,S06,Humanities,Liberal Arts & Governance
STU0272,Student_272,Philosophy;History;Political Science,Rhetoric;Communication;Active Listening,Environmental Studies & Sustainability;History & Culture,S06,Humanities,Liberal Arts & Governance
STU0273,Student_273,Sociology;Political Science;History,Active Listening;Rhetoric;Entrepreneurial Thinking;Critical Evaluation,Government & Public Service;Design & Visual Arts,S06,Humanities,Liberal Arts & Governance
STU0274,Student_274,Political Science;English Language & Literature;History,Communication;Writing;Rhetoric,Government & Public Service;Languages & Literature;Psychology,S06,Humanities,Liberal Arts & Governance
STU0275,Student_275,Political Science;English Language & Literature,Writing;Critical Evaluation,Public Policy & Governance;Government & Public Service;Languages & Literature;History & Culture,S06,Humanities,Liberal Arts & Governance
STU0276,Student_276,Music (Vocal);English Language & Literature;Sociology,Critical Evaluation;Rhetoric;Communication;Writing,Public Policy & Governance;History & Culture,S06,Humanities,Liberal Arts & Governance
STU0277,Student_277,Political Science;Aviation Ground Operations,Communication;Cross-Cultural Sensitivity;Writing;Rhetoric,International Relations & Diplomacy;Government & Public Service,S06,Humanities,Liberal Arts & Governance
STU0278,Student_278,Political Science;History,Communication;Writing;Critical Evaluation,Public Policy & Governance;International Relations & Diplomacy;Government & Public Service;History & Culture,S06,Humanities,Liberal Arts & Governance
STU0279,Student_279,English Language & Literature;Sociology;Philosophy,Active Listening;Critical Evaluation;Rhetoric;Communication,History & Culture;Public Policy & Governance,S06,Humanities,Liberal Arts & Governance
STU0280,Student_280,Political Science;English Language & Literature;Sociology;History,Critical Evaluation;Active Listening;Communication,International Relations & Diplomacy;Space & Astronomy;Public Policy & Governance,S06,Humanities,Liberal Arts & Governance
STU0281,Student_281,Aviation Ground Operations;Political Science,Active Listening;Rhetoric;Critical Evaluation;Communication,Public Policy & Governance;International Relations & Diplomacy;History & Culture;Government & Public Service,S06,Humanities,Liberal Arts & Governance
STU0282,Student_282,History;Political Science,Critical Evaluation;Rhetoric;Communication;Writing,Languages & Literature;Public Policy & Governance;History & Culture,S06,Humanities,Liberal Arts & Governance
